# temp  energy  qhat_over_T3
  0.670000  24.605700   3.288233
  0.690000  24.605700   3.257657
  0.710000  24.605700   3.227898
  0.730000  24.605700   3.198981
  0.750000  24.605700   3.170861
  0.150000  25.963280   4.858983
  0.170000  25.963280   4.749697
  0.190000  25.963280   4.649950
  0.210000  25.963280   4.558069
  0.230000  25.963280   4.472873
  0.250000  25.963280   4.393550
  0.270000  25.963280   4.319102
  0.290000  25.963280   4.248946
  0.310000  25.963280   4.182678
  0.330000  25.963280   4.119881
  0.350000  25.963280   4.060261
  0.370000  25.963280   4.003518
  0.390000  25.963280   3.949407
  0.410000  25.963280   3.897711
  0.430000  25.963280   3.848241
  0.450000  25.963280   3.800822
  0.470000  25.963280   3.755247
  0.490000  25.963280   3.711399
  0.510000  25.963280   3.669190
  0.530000  25.963280   3.628509
  0.550000  25.963280   3.589267
  0.570000  25.963280   3.551368
  0.590000  25.963280   3.514740
  0.610000  25.963280   3.479304
  0.630000  25.963280   3.444985
  0.650000  25.963280   3.411732
  0.670000  25.963280   3.379483
  0.690000  25.963280   3.348173
  0.710000  25.963280   3.317702
  0.730000  25.963280   3.288092
  0.750000  25.963280   3.259299
  0.150000  27.320860   4.980075
  0.170000  27.320860   4.868014
  0.190000  27.320860   4.765748
  0.210000  27.320860   4.671608
  0.230000  27.320860   4.584325
  0.250000  27.320860   4.503145
  0.270000  27.320860   4.426988
  0.290000  27.320860   4.355233
  0.310000  27.320860   4.287426
  0.330000  27.320860   4.223218
  0.350000  27.320860   4.162243
  0.370000  27.320860   4.104220
  0.390000  27.320860   4.048896
  0.410000  27.320860   3.996047
  0.430000  27.320860   3.945479
  0.450000  27.320860   3.897000
  0.470000  27.320860   3.850428
  0.490000  27.320860   3.805636
  0.510000  27.320860   3.762497
  0.530000  27.320860   3.720940
  0.550000  27.320860   3.680836
  0.570000  27.320860   3.642120
  0.590000  27.320860   3.604689
  0.610000  27.320860   3.568477
  0.630000  27.320860   3.533413
  0.650000  27.320860   3.499434
  0.670000  27.320860   3.466481
  0.690000  27.320860   3.434484
  0.710000  27.320860   3.403355
  0.730000  27.320860   3.373101
  0.750000  27.320860   3.343681
  0.150000  28.678440   5.095199
  0.170000  28.678440   4.980511
  0.190000  28.678440   4.875879
  0.210000  28.678440   4.779595
  0.230000  28.678440   4.690329
  0.250000  28.678440   4.607439
  0.270000  28.678440   4.529665
  0.290000  28.678440   4.456394
  0.310000  28.678440   4.387170
  0.330000  28.678440   4.321612
  0.350000  28.678440   4.259376
  0.370000  28.678440   4.200158
  0.390000  28.678440   4.143697
  0.410000  28.678440   4.089771
  0.430000  28.678440   4.038163
  0.450000  28.678440   3.988692
  0.470000  28.678440   3.941200
  0.490000  28.678440   3.895501
  0.510000  28.678440   3.851516
  0.530000  28.678440   3.809124
  0.550000  28.678440   3.768233
  0.570000  28.678440   3.728737
  0.590000  28.678440   3.690564
  0.610000  28.678440   3.653632
  0.630000  28.678440   3.617868
  0.650000  28.678440   3.583212
  0.670000  28.678440   3.549598
  0.690000  28.678440   3.516964
  0.710000  28.678440   3.485218
  0.730000  28.678440   3.454363
  0.750000  28.678440   3.424357
  0.150000  30.036020   5.204941
  0.170000  30.036020   5.087738
  0.190000  30.036020   4.980854
  0.210000  30.036020   4.882532
  0.230000  30.036020   4.791415
  0.250000  30.036020   4.706879
  0.270000  30.036020   4.627586
  0.290000  30.036020   4.552878
  0.310000  30.036020   4.482322
  0.330000  30.036020   4.415508
  0.350000  30.036020   4.352090
  0.370000  30.036020   4.291746
  0.390000  30.036020   4.234215
  0.410000  30.036020   4.179265
  0.430000  30.036020   4.126681
  0.450000  30.036020   4.076306
  0.470000  30.036020   4.027922
  0.490000  30.036020   3.981394
  0.510000  30.036020   3.936602
  0.530000  30.036020   3.893439
  0.550000  30.036020   3.851798
  0.570000  30.036020   3.811584
  0.590000  30.036020   3.772711
  0.610000  30.036020   3.735103
  0.630000  30.036020   3.698686
  0.650000  30.036020   3.663392
  0.670000  30.036020   3.629165
  0.690000  30.036020   3.595931
  0.710000  30.036020   3.563610
  0.730000  30.036020   3.532198
  0.750000  30.036020   3.501641
  0.150000  31.393600   5.309702
  0.170000  31.393600   5.190102
  0.190000  31.393600   5.081100
  0.210000  31.393600   4.980820
  0.230000  31.393600   4.887964
  0.250000  31.393600   4.801885
  0.270000  31.393600   4.721139
  0.290000  31.393600   4.645101
  0.310000  31.393600   4.573278
  0.330000  31.393600   4.505282
  0.350000  31.393600   4.440736
  0.370000  31.393600   4.379328
  0.390000  31.393600   4.320789
  0.410000  31.393600   4.264884
  0.430000  31.393600   4.211408
  0.450000  31.393600   4.160148
  0.470000  31.393600   4.110947
  0.490000  31.393600   4.063633
  0.510000  31.393600   4.018089
  0.530000  31.393600   3.974197
  0.550000  31.393600   3.931853
  0.570000  31.393600   3.890962
  0.590000  31.393600   3.851434
  0.610000  31.393600   3.813190
  0.630000  31.393600   3.776158
  0.650000  31.393600   3.740271
  0.670000  31.393600   3.705464
  0.690000  31.393600   3.671672
  0.710000  31.393600   3.638802
  0.730000  31.393600   3.606860
  0.750000  31.393600   3.575797
  0.150000  32.751180   5.409898
  0.170000  32.751180   5.288036
  0.190000  32.751180   5.176987
  0.210000  32.751180   5.074873
  0.230000  32.751180   4.980350
  0.250000  32.751180   4.892800
  0.270000  32.751180   4.810698
  0.290000  32.751180   4.733390
  0.310000  32.751180   4.660377
  0.330000  32.751180   4.591258
  0.350000  32.751180   4.525648
  0.370000  32.751180   4.463243
  0.390000  32.751180   4.403764
  0.410000  32.751180   4.346963
  0.430000  32.751180   4.292611
  0.450000  32.751180   4.240540
  0.470000  32.751180   4.190561
  0.490000  32.751180   4.142511
  0.510000  32.751180   4.096253
  0.530000  32.751180   4.051681
  0.550000  32.751180   4.008675
  0.570000  32.751180   3.967148
  0.590000  32.751180   3.927003
  0.610000  32.751180   3.888161
  0.630000  32.751180   3.850551
  0.650000  32.751180   3.814104
  0.670000  32.751180   3.778756
  0.690000  32.751180   3.744437
  0.710000  32.751180   3.711053
  0.730000  32.751180   3.678621
  0.750000  32.751180   3.647071
  0.150000  34.108760   5.505916
  0.170000  34.108760   5.381875
  0.190000  34.108760   5.268869
  0.210000  34.108760   5.165022
  0.230000  34.108760   5.068908
  0.250000  34.108760   4.979954
  0.270000  34.108760   4.896580
  0.290000  34.108760   4.818057
  0.310000  34.108760   4.743926
  0.330000  34.108760   4.673733
  0.350000  34.108760   4.607131
  0.370000  34.108760   4.543785
  0.390000  34.108760   4.483405
  0.410000  34.108760   4.425741
  0.430000  34.108760   4.370590
  0.450000  34.108760   4.317738
  0.470000  34.108760   4.267029
  0.490000  34.108760   4.218281
  0.510000  34.108760   4.171360
  0.530000  34.108760   4.126137
  0.550000  34.108760   4.082512
  0.570000  34.108760   4.040377
  0.590000  34.108760   3.999652
  0.610000  34.108760   3.960249
  0.630000  34.108760   3.922092
  0.650000  34.108760   3.885115
  0.670000  34.108760   3.849252
  0.690000  34.108760   3.814436
  0.710000  34.108760   3.780582
  0.730000  34.108760   3.747682
  0.750000  34.108760   3.715670
  0.150000  35.466340   5.598030
  0.170000  35.466340   5.471903
  0.190000  35.466340   5.357039
  0.210000  35.466340   5.251539
  0.230000  35.466340   5.153913
  0.250000  35.466340   5.063636
  0.270000  35.466340   4.979041
  0.290000  35.466340   4.899380
  0.310000  35.466340   4.824183
  0.330000  35.466340   4.752988
  0.350000  35.466340   4.685436
  0.370000  35.466340   4.621179
  0.390000  35.466340   4.559950
  0.410000  35.466340   4.501497
  0.430000  35.466340   4.445563
  0.450000  35.466340   4.391986
  0.470000  35.466340   4.340583
  0.490000  35.466340   4.291181
  0.510000  35.466340   4.243622
  0.530000  35.466340   4.197792
  0.550000  35.466340   4.153573
  0.570000  35.466340   4.110875
  0.590000  35.466340   4.069599
  0.610000  35.466340   4.029664
  0.630000  35.466340   3.990990
  0.650000  35.466340   3.953514
  0.670000  35.466340   3.917174
  0.690000  35.466340   3.881884
  0.710000  35.466340   3.847577
  0.730000  35.466340   3.814232
  0.750000  35.466340   3.781797
  0.150000  36.823920   5.686556
  0.170000  36.823920   5.558433
  0.190000  36.823920   5.441801
  0.210000  36.823920   5.334706
  0.230000  36.823920   5.235632
  0.250000  36.823920   5.144109
  0.270000  36.823920   5.058344
  0.290000  36.823920   4.977597
  0.310000  36.823920   4.901377
  0.330000  36.823920   4.829229
  0.350000  36.823920   4.760770
  0.370000  36.823920   4.695677
  0.390000  36.823920   4.633646
  0.410000  36.823920   4.574413
  0.430000  36.823920   4.517772
  0.450000  36.823920   4.463495
  0.470000  36.823920   4.411434
  0.490000  36.823920   4.361407
  0.510000  36.823920   4.313251
  0.530000  36.823920   4.266838
  0.550000  36.823920   4.222066
  0.570000  36.823920   4.178829
  0.590000  36.823920   4.137035
  0.610000  36.823920   4.096595
  0.630000  36.823920   4.057432
  0.650000  36.823920   4.019490
  0.670000  36.823920   3.982687
  0.690000  36.823920   3.946949
  0.710000  36.823920   3.912222
  0.730000  36.823920   3.878456
  0.750000  36.823920   3.845619
  0.150000  38.181500   5.771737
  0.170000  38.181500   5.641693
  0.190000  38.181500   5.523365
  0.210000  38.181500   5.414744
  0.230000  38.181500   5.314296
  0.250000  38.181500   5.221577
  0.270000  38.181500   5.134710
  0.290000  38.181500   5.052949
  0.310000  38.181500   4.975750
  0.330000  38.181500   4.902697
  0.350000  38.181500   4.833385
  0.370000  38.181500   4.767469
  0.390000  38.181500   4.704670
  0.410000  38.181500   4.644719
  0.430000  38.181500   4.587377
  0.450000  38.181500   4.532445
  0.470000  38.181500   4.479763
  0.490000  38.181500   4.429148
  0.510000  38.181500   4.380419
  0.530000  38.181500   4.333463
  0.550000  38.181500   4.288163
  0.570000  38.181500   4.244417
  0.590000  38.181500   4.202130
  0.610000  38.181500   4.161207
  0.630000  38.181500   4.121590
  0.650000  38.181500   4.083201
  0.670000  38.181500   4.045953
  0.690000  38.181500   4.009804
  0.710000  38.181500   3.974667
  0.730000  38.181500   3.940508
  0.750000  38.181500   3.907282
  0.150000  39.539080   5.853811
  0.170000  39.539080   5.721905
  0.190000  39.539080   5.601960
  0.210000  39.539080   5.491890
  0.230000  39.539080   5.390126
  0.250000  39.539080   5.296255
  0.270000  39.539080   5.208335
  0.290000  39.539080   5.125582
  0.310000  39.539080   5.047470
