  13    -2  0.122508E-01  0.614927E-02  0.610151E-02  0.323120E+00
  13    -1  0.140967E-01  0.701012E-02  0.708660E-02  0.377904E+00
  13     0  0.243964E-01  0.116993E-01  0.126971E-01  0.706759E+00
  13     1  0.505428E-01  0.228373E-01  0.277055E-01  0.181589E+01
  13     2  0.744655E-01  0.321345E-01  0.423310E-01  0.359826E+01
  13     3  0.869214E-01  0.366211E-01  0.503003E-01  0.557660E+01
  13     4  0.922549E-01  0.385268E-01  0.537281E-01  0.756188E+01
  13     5  0.945128E-01  0.393652E-01  0.551475E-01  0.952023E+01
  13     6  0.954734E-01  0.397467E-01  0.557267E-01  0.114641E+02
  13     7  0.958760E-01  0.398942E-01  0.559818E-01  0.134000E+02
  14    -2  0.131364E-01  0.656626E-02  0.657011E-02  0.324756E+00
  14    -1  0.150844E-01  0.747262E-02  0.761178E-02  0.377350E+00
  14     0  0.259472E-01  0.124013E-01  0.135459E-01  0.694098E+00
  14     1  0.536204E-01  0.241673E-01  0.294531E-01  0.176668E+01
  14     2  0.792794E-01  0.341504E-01  0.451290E-01  0.350973E+01
  14     3  0.927671E-01  0.390694E-01  0.536977E-01  0.546473E+01
  14     4  0.986101E-01  0.412143E-01  0.573958E-01  0.743709E+01
  14     5  0.101264E+00  0.421669E-01  0.590973E-01  0.939088E+01
  14     6  0.102210E+00  0.425708E-01  0.596392E-01  0.113327E+02
  14     7  0.102643E+00  0.427355E-01  0.599074E-01  0.132654E+02
  15    -2  0.139318E-01  0.693609E-02  0.699572E-02  0.323775E+00
  15    -1  0.159671E-01  0.788365E-02  0.808348E-02  0.374413E+00
  15     0  0.274079E-01  0.130621E-01  0.143458E-01  0.680879E+00
  15     1  0.566528E-01  0.254587E-01  0.311941E-01  0.171916E+01
  15     2  0.839600E-01  0.361378E-01  0.478222E-01  0.342646E+01
  15     3  0.985633E-01  0.415115E-01  0.570517E-01  0.535491E+01
  15     4  0.105073E+00  0.438726E-01  0.612009E-01  0.731552E+01
  15     5  0.107885E+00  0.449582E-01  0.629273E-01  0.926892E+01
  15     6  0.109025E+00  0.453843E-01  0.636404E-01  0.112088E+02
  15     7  0.109469E+00  0.455172E-01  0.639517E-01  0.131450E+02
  16    -2  0.145941E-01  0.724220E-02  0.735195E-02  0.320777E+00
  16    -1  0.167337E-01  0.821343E-02  0.852023E-02  0.369909E+00
  16     0  0.287112E-01  0.136129E-01  0.150983E-01  0.665523E+00
  16     1  0.594899E-01  0.266654E-01  0.328245E-01  0.167559E+01
  16     2  0.886519E-01  0.381484E-01  0.505034E-01  0.334883E+01
  16     3  0.104338E+00  0.439447E-01  0.603931E-01  0.525828E+01
  16     4  0.111454E+00  0.465390E-01  0.649146E-01  0.721159E+01
  16     5  0.114467E+00  0.476625E-01  0.668042E-01  0.916052E+01
  16     6  0.115748E+00  0.481491E-01  0.675985E-01  0.110960E+02
  16     7  0.116302E+00  0.484095E-01  0.678925E-01  0.130296E+02
  17    -2  0.151399E-01  0.748377E-02  0.765614E-02  0.316574E+00
  17    -1  0.173659E-01  0.850640E-02  0.885952E-02  0.364013E+00
  17     0  0.298681E-01  0.141272E-01  0.157409E-01  0.650641E+00
  17     1  0.622941E-01  0.278576E-01  0.344365E-01  0.163207E+01
  17     2  0.932499E-01  0.400483E-01  0.532016E-01  0.327433E+01
  17     3  0.110163E+00  0.463917E-01  0.637709E-01  0.516377E+01
  17     4  0.117807E+00  0.492081E-01  0.685985E-01  0.710759E+01
  17     5  0.121189E+00  0.504448E-01  0.707445E-01  0.904925E+01
  17     6  0.122566E+00  0.510095E-01  0.715560E-01  0.109850E+02
  17     7  0.123155E+00  0.512194E-01  0.719353E-01  0.129184E+02
  18    -2  0.155937E-01  0.767220E-02  0.792151E-02  0.310996E+00
  18    -1  0.179316E-01  0.875170E-02  0.917992E-02  0.356703E+00
  18     0  0.309515E-01  0.145827E-01  0.163688E-01  0.634611E+00
  18     1  0.648751E-01  0.289592E-01  0.359159E-01  0.158979E+01
  18     2  0.977118E-01  0.419331E-01  0.557787E-01  0.320159E+01
  18     3  0.115702E+00  0.486950E-01  0.670073E-01  0.507481E+01
  18     4  0.124175E+00  0.518774E-01  0.722978E-01  0.700756E+01
  18     5  0.127704E+00  0.532029E-01  0.745008E-01  0.894996E+01
  18     6  0.129305E+00  0.538318E-01  0.754734E-01  0.108803E+02
  18     7  0.130032E+00  0.541028E-01  0.759292E-01  0.128153E+02
  19    -2  0.159518E-01  0.781825E-02  0.813352E-02  0.304777E+00
  19    -1  0.183727E-01  0.894288E-02  0.942985E-02  0.349217E+00
  19     0  0.318922E-01  0.149696E-01  0.169227E-01  0.618548E+00
  19     1  0.674531E-01  0.300393E-01  0.374138E-01  0.154939E+01
  19     2  0.102074E+00  0.437956E-01  0.582785E-01  0.313510E+01
  19     3  0.121463E+00  0.511031E-01  0.703603E-01  0.499188E+01
  19     4  0.130458E+00  0.544968E-01  0.759608E-01  0.691672E+01
  19     5  0.134413E+00  0.559492E-01  0.784637E-01  0.885001E+01
  19     6  0.136086E+00  0.566253E-01  0.794611E-01  0.107872E+02
  19     7  0.136715E+00  0.568609E-01  0.798536E-01  0.127169E+02
  20    -2  0.162404E-01  0.793682E-02  0.830363E-02  0.297426E+00
  20    -1  0.187160E-01  0.906947E-02  0.964649E-02  0.340984E+00
  20     0  0.327397E-01  0.153058E-01  0.174339E-01  0.602930E+00
  20     1  0.698515E-01  0.310520E-01  0.387995E-01  0.151091E+01
  20     2  0.106388E+00  0.455992E-01  0.607885E-01  0.307000E+01
  20     3  0.127180E+00  0.534999E-01  0.736797E-01  0.491073E+01
  20     4  0.136689E+00  0.570126E-01  0.796762E-01  0.682757E+01
  20     5  0.140947E+00  0.587159E-01  0.822311E-01  0.875847E+01
  20     6  0.142773E+00  0.593749E-01  0.833985E-01  0.106918E+02
  20     7  0.143680E+00  0.597672E-01  0.839129E-01  0.126199E+02
  21    -2  0.164514E-01  0.802216E-02  0.842929E-02  0.290258E+00
  21    -1  0.190137E-01  0.918280E-02  0.983093E-02  0.331972E+00
  21     0  0.334834E-01  0.156170E-01  0.178663E-01  0.586762E+00
  21     1  0.722403E-01  0.320521E-01  0.401883E-01  0.147465E+01
  21     2  0.110756E+00  0.474017E-01  0.633542E-01  0.300918E+01
  21     3  0.132659E+00  0.558023E-01  0.768569E-01  0.483421E+01
  21     4  0.142952E+00  0.596146E-01  0.833373E-01  0.674572E+01
  21     5  0.147551E+00  0.614540E-01  0.860968E-01  0.867502E+01
  21     6  0.149613E+00  0.622350E-01  0.873779E-01  0.106029E+02
  21     7  0.150391E+00  0.625599E-01  0.878309E-01  0.125328E+02
  22    -2  0.165388E-01  0.804109E-02  0.849775E-02  0.282295E+00
  22    -1  0.191702E-01  0.923769E-02  0.993250E-02  0.323096E+00
  22     0  0.341493E-01  0.158961E-01  0.182532E-01  0.570533E+00
  22     1  0.744765E-01  0.329920E-01  0.414845E-01  0.143995E+01
  22     2  0.114969E+00  0.491861E-01  0.657830E-01  0.295117E+01
  22     3  0.138120E+00  0.580677E-01  0.800519E-01  0.476073E+01
  22     4  0.149285E+00  0.623225E-01  0.869622E-01  0.666232E+01
  22     5  0.154164E+00  0.642186E-01  0.899453E-01  0.858927E+01
  22     6  0.156312E+00  0.650358E-01  0.912766E-01  0.105134E+02
  22     7  0.157285E+00  0.654043E-01  0.918806E-01  0.124467E+02
  23    -2  0.166182E-01  0.805802E-02  0.856015E-02  0.274463E+00
  23    -1  0.193183E-01  0.928660E-02  0.100317E-01  0.313839E+00
  23     0  0.347230E-01  0.161080E-01  0.186150E-01  0.555398E+00
  23     1  0.766386E-01  0.338643E-01  0.427743E-01  0.140564E+01
  23     2  0.119199E+00  0.509803E-01  0.682190E-01  0.289725E+01
  23     3  0.143582E+00  0.603585E-01  0.832236E-01  0.469091E+01
  23     4  0.155348E+00  0.648190E-01  0.905294E-01  0.658599E+01
  23     5  0.160761E+00  0.669591E-01  0.938016E-01  0.850853E+01
  23     6  0.163105E+00  0.678533E-01  0.952514E-01  0.104355E+02
  23     7  0.163980E+00  0.682335E-01  0.957464E-01  0.123650E+02
  24    -2  0.166041E-01  0.802849E-02  0.857556E-02  0.266028E+00
  24    -1  0.194078E-01  0.928892E-02  0.101188E-01  0.304595E+00
  24     0  0.352346E-01  0.163237E-01  0.189109E-01  0.539870E+00
  24     1  0.786987E-01  0.347294E-01  0.439693E-01  0.137196E+01
  24     2  0.123180E+00  0.526290E-01  0.705514E-01  0.284063E+01
  24     3  0.149093E+00  0.626572E-01  0.864357E-01  0.462565E+01
  24     4  0.161697E+00  0.674796E-01  0.942171E-01  0.651193E+01
  24     5  0.167274E+00  0.696538E-01  0.976200E-01  0.842950E+01
  24     6  0.169916E+00  0.706879E-01  0.992278E-01  0.103629E+02
  24     7  0.170932E+00  0.710606E-01  0.998709E-01  0.122881E+02
  25    -2  0.165560E-01  0.797566E-02  0.858038E-02  0.257539E+00
  25    -1  0.193845E-01  0.926052E-02  0.101240E-01  0.295107E+00
  25     0  0.356287E-01  0.164534E-01  0.191752E-01  0.524990E+00
  25     1  0.806813E-01  0.355268E-01  0.451545E-01  0.134133E+01
  25     2  0.127178E+00  0.543155E-01  0.728629E-01  0.278933E+01
  25     3  0.154525E+00  0.648522E-01  0.896730E-01  0.455926E+01
  25     4  0.167806E+00  0.700473E-01  0.977582E-01  0.644246E+01
  25     5  0.173743E+00  0.723793E-01  0.101363E+00  0.836061E+01
  25     6  0.176476E+00  0.734669E-01  0.103010E+00  0.102815E+02
  25     7  0.177668E+00  0.739218E-01  0.103746E+00  0.122126E+02
  26    -2  0.164562E-01  0.790242E-02  0.855377E-02  0.249394E+00
  26    -1  0.193477E-01  0.922526E-02  0.101224E-01  0.286101E+00
  26     0  0.359761E-01  0.165580E-01  0.194182E-01  0.510289E+00
  26     1  0.825223E-01  0.362656E-01  0.462567E-01  0.131103E+01
  26     2  0.131119E+00  0.559354E-01  0.751841E-01  0.274061E+01
  26     3  0.160174E+00  0.672395E-01  0.929340E-01  0.449837E+01
  26     4  0.174027E+00  0.726401E-01  0.101387E+00  0.637565E+01
  26     5  0.180412E+00  0.751327E-01  0.105279E+00  0.828891E+01
  26     6  0.183231E+00  0.762657E-01  0.106965E+00  0.102119E+02
  26     7  0.184597E+00  0.767519E-01  0.107845E+00  0.121409E+02
  27    -2  0.163084E-01  0.781928E-02  0.848910E-02  0.241033E+00
  27    -1  0.192519E-01  0.914586E-02  0.101061E-01  0.276700E+00
  27     0  0.362500E-01  0.166535E-01  0.195965E-01  0.495862E+00
  27     1  0.843668E-01  0.370534E-01  0.473134E-01  0.128176E+01
  27     2  0.135116E+00  0.575760E-01  0.775400E-01  0.269400E+01
  27     3  0.165275E+00  0.693805E-01  0.958948E-01  0.443770E+01
  27     4  0.180180E+00  0.751622E-01  0.105018E+00  0.630952E+01
  27     5  0.187034E+00  0.778966E-01  0.109137E+00  0.821827E+01
  27     6  0.189980E+00  0.790313E-01  0.110949E+00  0.101459E+02
  27     7  0.191311E+00  0.796002E-01  0.111711E+00  0.120707E+02
  28    -2  0.160890E-01  0.770420E-02  0.838478E-02  0.232666E+00
  28    -1  0.190747E-01  0.905355E-02  0.100212E-01  0.267341E+00
  28     0  0.364578E-01  0.167118E-01  0.197460E-01  0.481614E+00
  28     1  0.860907E-01  0.376935E-01  0.483972E-01  0.125427E+01
  28     2  0.139044E+00  0.592914E-01  0.797523E-01  0.264810E+01
  28     3  0.170654E+00  0.715908E-01  0.990628E-01  0.438114E+01
  28     4  0.186219E+00  0.777267E-01  0.108492E+00  0.624677E+01
  28     5  0.193520E+00  0.805819E-01  0.112938E+00  0.815537E+01
  28     6  0.196666E+00  0.818715E-01  0.114795E+00  0.100759E+02
  28     7  0.198078E+00  0.825093E-01  0.115568E+00  0.120019E+02
  29    -2  0.158888E-01  0.758220E-02  0.830656E-02  0.224566E+00
  29    -1  0.189023E-01  0.894783E-02  0.995442E-02  0.258279E+00
  29     0  0.365962E-01  0.167628E-01  0.198334E-01  0.467855E+00
  29     1  0.877104E-01  0.383746E-01  0.493358E-01  0.122613E+01
  29     2  0.142789E+00  0.608545E-01  0.819346E-01  0.260340E+01
  29     3  0.175900E+00  0.737906E-01  0.102110E+00  0.432577E+01
  29     4  0.192438E+00  0.803124E-01  0.112126E+00  0.618505E+01
  29     5  0.200064E+00  0.833147E-01  0.116749E+00  0.809035E+01
  29     6  0.203504E+00  0.847365E-01  0.118768E+00  0.100117E+02
  29     7  0.204845E+00  0.852257E-01  0.119619E+00  0.119352E+02
  30    -2  0.156291E-01  0.744843E-02  0.818063E-02  0.215989E+00
  30    -1  0.186817E-01  0.882929E-02  0.985244E-02  0.249232E+00
  30     0  0.366989E-01  0.167608E-01  0.199380E-01  0.454530E+00
  30     1  0.892951E-01  0.390147E-01  0.502804E-01  0.120089E+01
  30     2  0.146410E+00  0.622750E-01  0.841353E-01  0.256055E+01
  30     3  0.181307E+00  0.760348E-01  0.105272E+00  0.427269E+01
  30     4  0.198575E+00  0.828395E-01  0.115736E+00  0.612597E+01
  30     5  0.206512E+00  0.860129E-01  0.120499E+00  0.802883E+01
  30     6  0.210163E+00  0.874910E-01  0.122672E+00  0.994683E+01
  30     7  0.211782E+00  0.881547E-01  0.123628E+00  0.118731E+02
  31    -2  0.153303E-01  0.729314E-02  0.803719E-02  0.208243E+00
  31    -1  0.184158E-01  0.868308E-02  0.973270E-02  0.240684E+00
  31     0  0.366779E-01  0.167248E-01  0.199531E-01  0.441308E+00
  31     1  0.906949E-01  0.395560E-01  0.511389E-01  0.117443E+01
  31     2  0.150036E+00  0.637666E-01  0.862697E-01  0.252187E+01
  31     3  0.186552E+00  0.782442E-01  0.108308E+00  0.422035E+01
  31     4  0.204712E+00  0.853701E-01  0.119342E+00  0.606598E+01
  31     5  0.212972E+00  0.886500E-01  0.124322E+00  0.796954E+01
  31     6  0.216894E+00  0.902852E-01  0.126609E+00  0.988705E+01
  31     7  0.218504E+00  0.908817E-01  0.127623E+00  0.118105E+02
  32    -2  0.150106E-01  0.712868E-02  0.788195E-02  0.199975E+00
  32    -1  0.181205E-01  0.852838E-02  0.959212E-02  0.232003E+00
  32     0  0.366956E-01  0.167079E-01  0.199876E-01  0.428347E+00
  32     1  0.921723E-01  0.401646E-01  0.520077E-01  0.114966E+01
  32     2  0.153687E+00  0.653267E-01  0.883606E-01  0.248116E+01
  32     3  0.191624E+00  0.803006E-01  0.111323E+00  0.417150E+01
  32     4  0.210622E+00  0.878303E-01  0.122792E+00  0.601243E+01
  32     5  0.219561E+00  0.913766E-01  0.128184E+00  0.790917E+01
  32     6  0.223623E+00  0.930100E-01  0.130613E+00  0.982711E+01
  32     7  0.225424E+00  0.937948E-01  0.131629E+00  0.117559E+02
  33    -2  0.146755E-01  0.696817E-02  0.770735E-02  0.192472E+00
  33    -1  0.178031E-01  0.837207E-02  0.943105E-02  0.223445E+00
  33     0  0.365915E-01  0.166288E-01  0.199627E-01  0.415817E+00
  33     1  0.934347E-01  0.406583E-01  0.527763E-01  0.112671E+01
  33     2  0.157163E+00  0.667477E-01  0.904152E-01  0.244376E+01
  33     3  0.196782E+00  0.824952E-01  0.114287E+00  0.412234E+01
  33     4  0.216561E+00  0.903239E-01  0.126237E+00  0.596060E+01
  33     5  0.226017E+00  0.941150E-01  0.131902E+00  0.785414E+01
  33     6  0.230202E+00  0.957877E-01  0.134415E+00  0.977183E+01
  33     7  0.232100E+00  0.966068E-01  0.135493E+00  0.116991E+02
  34    -2  0.143158E-01  0.678108E-02  0.753475E-02  0.184537E+00
  34    -1  0.174798E-01  0.819547E-02  0.928434E-02  0.215001E+00
  34     0  0.364919E-01  0.165555E-01  0.199364E-01  0.403285E+00
  34     1  0.947084E-01  0.411307E-01  0.535777E-01  0.110392E+01
  34     2  0.160824E+00  0.682418E-01  0.925823E-01  0.240581E+01
  34     3  0.201810E+00  0.845655E-01  0.117245E+00  0.407861E+01
  34     4  0.222714E+00  0.928597E-01  0.129855E+00  0.590800E+01
  34     5  0.232371E+00  0.967827E-01  0.135588E+00  0.780473E+01
  34     6  0.236957E+00  0.986460E-01  0.138311E+00  0.971539E+01
  34     7  0.238710E+00  0.993696E-01  0.139341E+00  0.116420E+02
  35    -2  0.139618E-01  0.660086E-02  0.736097E-02  0.177719E+00
  35    -1  0.171091E-01  0.801984E-02  0.908926E-02  0.206929E+00
  35     0  0.363160E-01  0.164538E-01  0.198622E-01  0.391435E+00
  35     1  0.958682E-01  0.415898E-01  0.542784E-01  0.108124E+01
  35     2  0.164131E+00  0.696342E-01  0.944969E-01  0.236992E+01
  35     3  0.206949E+00  0.866807E-01  0.120269E+00  0.403028E+01
  35     4  0.228805E+00  0.953952E-01  0.133409E+00  0.585628E+01
  35     5  0.239000E+00  0.995353E-01  0.139465E+00  0.774691E+01
  35     6  0.243591E+00  0.101394E+00  0.142197E+00  0.966137E+01
  35     7  0.245587E+00  0.102182E+00  0.143405E+00  0.115835E+02
  36    -2  0.135601E-01  0.640193E-02  0.715819E-02  0.170239E+00
  36    -1  0.167522E-01  0.784729E-02  0.890487E-02  0.199119E+00
  36     0  0.361269E-01  0.163565E-01  0.197704E-01  0.379885E+00
  36     1  0.970741E-01  0.420593E-01  0.550148E-01  0.105936E+01
  36     2  0.167609E+00  0.710493E-01  0.965599E-01  0.233494E+01
  36     3  0.211859E+00  0.888005E-01  0.123059E+00  0.398490E+01
  36     4  0.234823E+00  0.978525E-01  0.136970E+00  0.580559E+01
  36     5  0.245571E+00  0.102227E+00  0.143343E+00  0.769710E+01
  36     6  0.250391E+00  0.104188E+00  0.146204E+00  0.961051E+01
  36     7  0.252534E+00  0.105023E+00  0.147511E+00  0.115383E+02
  37    -2  0.131785E-01  0.621254E-02  0.696591E-02  0.163254E+00
  37    -1  0.163393E-01  0.763233E-02  0.870696E-02  0.191397E+00
  37     0  0.358530E-01  0.162052E-01  0.196479E-01  0.368272E+00
  37     1  0.981029E-01  0.424545E-01  0.556484E-01  0.103787E+01
  37     2  0.171034E+00  0.724061E-01  0.986278E-01  0.230150E+01
  37     3  0.216958E+00  0.908160E-01  0.126142E+00  0.394328E+01
  37     4  0.240882E+00  0.100293E+00  0.140589E+00  0.576045E+01
  37     5  0.251801E+00  0.104835E+00  0.146965E+00  0.764599E+01
  37     6  0.256988E+00  0.106899E+00  0.150089E+00  0.955978E+01
  37     7  0.259131E+00  0.107792E+00  0.151340E+00  0.114861E+02
  38    -2  0.127798E-01  0.602103E-02  0.675874E-02  0.156313E+00
  38    -1  0.159768E-01  0.746543E-02  0.851137E-02  0.183664E+00
  38     0  0.355786E-01  0.160550E-01  0.195236E-01  0.357207E+00
  38     1  0.991385E-01  0.428356E-01  0.563029E-01  0.101742E+01
  38     2  0.174036E+00  0.736481E-01  0.100388E+00  0.226810E+01
  38     3  0.222079E+00  0.929621E-01  0.129117E+00  0.390132E+01
  38     4  0.246773E+00  0.102822E+00  0.143951E+00  0.571485E+01
  38     5  0.258254E+00  0.107473E+00  0.150780E+00  0.759650E+01
  38     6  0.263639E+00  0.109763E+00  0.153875E+00  0.950960E+01
  38     7  0.266059E+00  0.110715E+00  0.155344E+00  0.114357E+02
  39    -2  0.123709E-01  0.581996E-02  0.655090E-02  0.149454E+00
  39    -1  0.155528E-01  0.724891E-02  0.830384E-02  0.176614E+00
  39     0  0.352644E-01  0.158922E-01  0.193722E-01  0.346620E+00
  39     1  0.999569E-01  0.431911E-01  0.567657E-01  0.997180E+00
  39     2  0.177460E+00  0.751511E-01  0.102309E+00  0.223587E+01
  39     3  0.227067E+00  0.950769E-01  0.131990E+00  0.385850E+01
  39     4  0.252612E+00  0.105267E+00  0.147346E+00  0.566804E+01
  39     5  0.264858E+00  0.110191E+00  0.154667E+00  0.755072E+01
  39     6  0.270307E+00  0.112503E+00  0.157804E+00  0.946157E+01
  39     7  0.272750E+00  0.113447E+00  0.159304E+00  0.113834E+02
  40    -2  0.119708E-01  0.561842E-02  0.635237E-02  0.143192E+00
  40    -1  0.151128E-01  0.704220E-02  0.807061E-02  0.169348E+00
  40     0  0.349319E-01  0.157350E-01  0.191969E-01  0.335795E+00
  40     1  0.100956E+00  0.435426E-01  0.574130E-01  0.978001E+00
  40     2  0.180525E+00  0.763000E-01  0.104225E+00  0.220577E+01
  40     3  0.231910E+00  0.970565E-01  0.134854E+00  0.382113E+01
  40     4  0.258591E+00  0.107743E+00  0.150848E+00  0.562319E+01
  40     5  0.271331E+00  0.112910E+00  0.158421E+00  0.750509E+01
  40     6  0.277052E+00  0.115289E+00  0.161763E+00  0.941436E+01
  40     7  0.279518E+00  0.116218E+00  0.163300E+00  0.113378E+02
  41    -2  0.115626E-01  0.543007E-02  0.613258E-02  0.136981E+00
  41    -1  0.146993E-01  0.683938E-02  0.785995E-02  0.162477E+00
  41     0  0.345742E-01  0.155693E-01  0.190049E-01  0.325823E+00
  41     1  0.101698E+00  0.438169E-01  0.578816E-01  0.959182E+00
  41     2  0.183539E+00  0.775680E-01  0.105971E+00  0.217483E+01
  41     3  0.236758E+00  0.990840E-01  0.137674E+00  0.378191E+01
  41     4  0.264503E+00  0.110321E+00  0.154183E+00  0.557785E+01
  41     5  0.277484E+00  0.115509E+00  0.161975E+00  0.745818E+01
  41     6  0.283655E+00  0.117990E+00  0.165665E+00  0.936897E+01
  41     7  0.286359E+00  0.119075E+00  0.167284E+00  0.112899E+02
  42    -2  0.111594E-01  0.523652E-02  0.592289E-02  0.131160E+00
  42    -1  0.142909E-01  0.664217E-02  0.764872E-02  0.156085E+00
  42     0  0.342403E-01  0.154214E-01  0.188189E-01  0.316007E+00
  42     1  0.102561E+00  0.441563E-01  0.584047E-01  0.940256E+00
  42     2  0.186725E+00  0.788801E-01  0.107845E+00  0.214607E+01
  42     3  0.241767E+00  0.101153E+00  0.140615E+00  0.374423E+01
  42     4  0.270398E+00  0.112534E+00  0.157864E+00  0.553882E+01
  42     5  0.283988E+00  0.118195E+00  0.165793E+00  0.741449E+01
  42     6  0.290453E+00  0.120870E+00  0.169583E+00  0.932283E+01
  42     7  0.293068E+00  0.121895E+00  0.171173E+00  0.112463E+02
  43    -2  0.107629E-01  0.504712E-02  0.571582E-02  0.125068E+00
  43    -1  0.138496E-01  0.643221E-02  0.741740E-02  0.149481E+00
  43     0  0.337931E-01  0.151930E-01  0.186002E-01  0.305523E+00
  43     1  0.103161E+00  0.443700E-01  0.587909E-01  0.922363E+00
  43     2  0.189735E+00  0.800572E-01  0.109678E+00  0.211721E+01
  43     3  0.246456E+00  0.103071E+00  0.143385E+00  0.370571E+01
